sentence,length,lang
Krixi Kraxi und die Kroxn ist ein Musikprojekt das von Natalie Ofenböck und Nino Mandl ins Leben gerufen wurde,19,de
wurde das Album Die Gegenwart hängt uns schon lange zum Hals heraus als GratisDownload und Anfang als KaufCD beim Label Problembär Records veröffentlicht,23,de
Aufgenommen wurde unter Mitwirken der Kroxn die auch aus bereits bekannten Größen der österreichischen Kulturszene Ernst Molden Dirk Stermann besteht,20,de
Außerdem produzierten Robert Rotifer und der GStoneRecordingsDJ Urbs ihre Versionen des Titels Hallo für den Longplayer,16,de
Das Erstlingswerk wurde am,4,de
Februar erstmals vor Livepublikum im Wiener Stadtsaal vorgestellt,8,de
erschien Das grüne Album – Wiener Reise durch die Steiermark von Natalie Ofenböck Der Nino aus Wien allerdings nicht unter dem Namen Krixi Kraxi und die Kroxn,27,de
April in Marseille ist ein französischer Politiker,7,de
Er war kurzzeitig und ist seit Abgeordneter der Nationalversammlung,9,de
Die USS Albany SSN ist ein AtomUBoot der United States Navy und gehört der LosAngelesKlasse an,16,de
Sie ist nach der Stadt Albany in New York benannt,10,de
Die Evangelische Hochschule Moritzburg am EvangelischLutherischen Diakonenhaus Moritzburg e,9,de
bildet als Diakonenausbildungsstätte der Sächsischen Landeskirche Frauen und Männer zu Religionspädagogen für den kirchlichen Dienst an Kindern Jugendlichen und Erwachsenen aus,21,de
Schwerpunkte dieses Berufsbildes sind die Arbeit mit Kindern Religionsunterricht bis zur,11,de
Klasse Christenlehre freie Kinderarbeit Arbeit mit Vorschulkindern Kinder und Familiengottesdienst Jugendarbeit Junge Gemeinde regionale und überregionale Veranstaltungen Freizeiten sowie Angebote in der Erwachsenenarbeit,23,de
K’inich Kan Bahlam II,4,de
Februar war ein bedeutender Herrscher Ajaw der MayaStadt Palenque,9,de
Januar bis zu seinem Tod,5,de
Thoralf ist ein skandinavischer männlicher Vorname abgeleitet vom altnordischen Þórr Thor der auch in Deutschland vorkommt,16,de
Alternative Formen des Namens sind Toralf oder Toralv,8,de
Der Chinesische Raupenpilz Ophiocordyceps sinensis auch Tibetischer Raupenpilz oder Tibetischer Raupenkeulenpilz ist ein Schlauchpilz Ascomycota aus der Gruppe der Kernkeulen der Raupen befällt,23,de
Er ist im Hochland von Tibet endemisch,7,de
Der Pilz spielt in der traditionellen chinesischen Medizin eine Rolle und ist ein begehrter Heilpilz,15,de
Die Nebenfruchtform ist Paecilomyces hepiali,5,de
Gilles Corrozet † in Paris war ein französischer Schriftsteller Historiker Drucker Verleger und Buchhändler der Renaissance,16,de
Corrozet war ein Autodidakt ohne höhere Universitätsbildung der sich ein großes auch linguistisches Wissen aneignete und sich als Schriftsteller unter anderem von historischen Büchern über Paris etablierte,27,de
Sein erstes Buch dazu von war so etwas wie ein historischer Stadtführer mit Angabe der Straßennamen nach den Quartieren von Paris,21,de
Er schrieb auch eine Geschichte Frankreichs und eine französische Version des Kommentars von Marsilio Ficino über das Symposium von Platon Diffinition et perfection de l’amour und ein EmblemBuch Hecatomgraphie,29,de
erschien seine Übersetzung der Fabeln von Äsop,7,de
Als Drucker war sein Emblem eine Rose in einem Herzen mit dem Spruch In corde prudentis requiescit sapientia,18,de
Auch zwei seiner Söhne und sein Schwiegersohn Nicolas Bonfons waren Verleger bzw,12,de
Das Reichsministerium für Ernährung und Landwirtschaft RMEL war während der Zeit der Weimarer Republik von bis und während des Dritten Reiches von bis eine oberste Reichsbehörde,26,de
Dem Ministerium oblagen die landwirtschaftspolitischen Angelegenheiten des Deutschen Reiches,9,de
Es wurde von einem Reichsminister geleitet dem wiederum ein Staatssekretär unterstand,11,de
Januar wurde das Ministerium mit dem gegründeten Preußischen Ministerium für Landwirtschaft Domänen und Forsten „Preußisches Landwirtschaftsministerium“ zusammengelegt und erhielt bis die Bezeichnung „Reichs und preußisches Ministerium für Ernährung und Landwirtschaft“,30,de
Nach dem Ende des Nationalsozialismus und der Besatzungszeit wurde für die in den Westzonen gegründete Bundesrepublik Deutschland das Bundesministerium für Ernährung Landwirtschaft und Forsten als Nachfolger eingerichtet,27,de
Ludwig von Kosiack slowenisch Ludvik Ludovik Kozjaški der letzte männliche Vertreter seines Geschlechts lebte in der Zeit von ca,19,de
Er entstammte einer der ältesten Familie aus dem Ritterstande in Krain – erste urkundliche Erwähnung zuletzt,16,de
Der Stammsitz war die in Unterkrain gelegene Burg Kosiack slowenisch grad Kozjak,12,de
Die Blütezeit der Kosiacker war das,6,de
Jahrhundert als viele Herren von Kosiack in den unterschiedlichsten Urkunden und Briefen zu finden waren,15,de
Sie waren Ministerialen der Grafen von Cilli und der Grafen von Görz danach der Habsburger,15,de
In alten Urkunden ist auch die Schreibweise Cozziakch oder Cozyach zu finden Valvasor schreibt Kosiackh,15,de
Cabo de Hornos „Kap Hoorn“ ist eine der beiden Kommunen der chilenischen Provinz Antártica Chilena in der Región de Magallanes y de la Antártica Chilena,25,de
Cabo de Hornos ist die südlichste Verwaltungseinheit Amerikas nicht jedoch Chiles dessen Antarktisterritorium als Antártica ebenfalls den Status einer Kommune hat,21,de
Die durch das Dekret Nr,5,de
geschaffene Kommune trug bis den Namen Navarino nach der Insel Navarino an deren Nordküste der Hauptort Puerto Williams liegt,19,de
Juli in Barmen †,4,de
April in Wuppertal war ein deutscher Kirchenmusiker und Hochschullehrer,9,de
Günther Schütt oder Günter Schütt,5,de
März in Berlin †,4,de
März in Saarbrücken war ein deutscher Ruderer,7,de
Schütt ruderte für die Saarbrücker Rundergesellschaft Undine,7,de
Bei den deutschen Meisterschaften siegte er im Einer vor dem Frankfurter Günter Lange und dem Franken Waldemar Beck,18,de
gewann er vor Thomas Schneider aus Gießen und Günter Lange,10,de
Bei den Olympischen Sommerspielen gehörte Schütt zur Olympiamannschaft des Saarlands,10,de
In Helsinki belegte Schütt den dritten Platz im zweiten Vorlauf gewann aber den zweiten Hoffnungslauf,15,de
Im Kampf um den Finaleinzug unterlag er gegen den Südafrikaner Ian Stephen,12,de
Mai ist ein deutscher Basketballtrainer,5,de
Juli in Löhne ist ein ehemaliger deutscher Fußballspieler,8,de
Er begann seine Karriere bei TuRa Löhne und absolvierte in den Jahren bis insgesamt Spiele in der,17,de
FußballBundesliga für den SC Herford und erzielte dabei Tore,9,de
Später war er noch für den FC Gohfeld aktiv,9,de
Matti Klemm in Leipzig ist ein deutscher Fernseh Radio und Synchronsprecher,11,de
Bekannt ist Klemm vor allem als Senderstimme des Fernsehsenders Kabel und als Presenterstimme der FußballWeltmeisterschaft und Europameisterschaft in ARD und ZDF,21,de
Eurylochos griechisch Εὐρύλοχος war im,5,de
ein Feldherr des ägyptischen Königs Ptolemaios IV,7,de
Laut dem griechischen Historiker Polybios der die einzigen erhaltenen Informationen über Eurylochos liefert stammte dieser aus Magnesia wobei allerdings nicht klar ist ob die thessalische Landschaft Magnesia oder die Stadt Magnesia am Mäander gemeint ist,35,de
Als Sosibios und Agathokles die unter Ptolemaios IV,8,de
die maßgeblichen Leiter der ägyptischen Politik waren die ptolemäischen Streitkräfte aufrüsten und trainieren ließen um sie auf die bevorstehende militärische Entscheidung gegen den Seleukidenkönig Antiochos III,26,de
den Großen vorzubereiten gehörte der Offizier Eurylochos zu deren Ausbildern,10,de
Bald darauf wurde Eurylochos Kommandant von,6,de
königlichen Leibgardisten und nahm mit diesen v,7,de
an der Schlacht von Raphia teil bei der die Ägypter einen bedeutenden Sieg über Antiochos III,16,de
Später wird Eurylochos nicht mehr erwähnt,6,de
Die jährige Eiche Bad Blumau von der dortigen Bevölkerung die dicke Oachn genannt gilt als älteste Eiche Europas,18,de
Innerhalb der Gemeinde Bad Blumau im österreichischen Bundesland Steiermark steht sie am Eichenweg zwischen Bierbaum an der Safen und Loimeth,20,de
Die Eiche ist etwa Meter hoch der Durchmesser des Stammes beträgt Meter der Umfang Meter,15,de
Der Kronendurchmesser beträgt etwa Meter,5,de
Um den Stamm zu umfassen werden sieben Erwachsene benötigt,9,de
Der Platz um den Baum wurde früher als Versammlungs und Tanzplatz genutzt,12,de
In den er Jahren goss man den Baum nach einem Blitzschlag mit Beton aus,14,de
Dadurch konnte aber das Wasser nicht mehr abfließen und die Eiche begann zu verfaulen,14,de
Dies wurde von dem Baumchirurgen Manfred Saller erkannt und der Kern wurde mit Presslufthämmern entfernt faules Holz entfernt und durch Rohre Abflussmöglichkeiten für das Wasser geschaffen,26,de
Der Baum gewann wieder seine Vitalität,6,de
Die Arbeiten wurden durch eine Spende von Heidi Horten ermöglicht,10,de
Die Eiche ist über den Bad Blumauer Rundwanderweg oder über die Fahrradwege B oder FF gut zu erreichen,18,de
Circle of Contempt ist eine ProgressiveMetalBand aus dem finnischen Pori welche unter dem Namen Thrust Moment gegründet wurde,18,de
Marion County ist ein County im Bundesstaat Ohio der Vereinigten Staaten,11,de
Der Verwaltungssitz County Seat ist Marion,6,de
Oktober in Kelvington Saskatchewan ist ein ehemaliger kanadischer Eishockeyspieler der von bis für die Toronto Maple Leafs Québec Nordiques New York Islanders Tampa Bay Lightning Detroit Red Wings und Chicago Blackhawks in der National Hockey League spielte,37,de
Der Murradweg ist ein km langer und viel befahrener österreichischer Radweg der entlang der Mur vom Lungau Bundesland Salzburg durch das Murtal bis in die Südsteiermark und weiter nach Slowenien und Kroatien verläuft,33,de
April in Bern †,4,de
Oktober ebenda war ein Berner Offizier und Magistrat,8,de
Im Dienst des Herzogs Viktor Amadeus II,7,de
von Savoyen wurde Hackbrett Oberst eines Schweizerregiments,7,de
Im Zweiten Villmergerkrieg kommandierte er eine Infanteriebrigade und war Platzkommandant von Baden,12,de
Wieder in Savoyen machte er als Brigadier bis die sizilianischen Feldzüge mit und stieg zum Generalmajor auf,17,de
kaufte er die Herrschaft Kehrsatz die Herrschaft Perroy,8,de
Nach seiner Beförderung zum Generalleutnant kehrte er nach Bern zurück und wurde im gleichen Jahr Landvogt von Lausanne,18,de
Mai in Lantosque †,4,de
Juli in Monaco war ein französischer Jazztrompeter Sänger und Bandleader,10,de
Das Gräberfeld im Deependahl von Tarmstedt liegt im ElbeWeserDreieck im niedersächsischen Landkreis Rotenburg Wümme am Geestrand eines Schmelzwassertales,18,de
Auf die relativ dichte vorgeschichtliche Besiedlung lassen Hügelgräberfelder Urnenfunde und Siedlungsplätze der Römischen Kaiserzeit schließen,15,de
Jahrhunderts wurde das Hügelgräberfeld „Im Deependahl“ durch Kiesabbau fast vollständig zerstört,11,de
konnten mehrere Hügelgräber untersucht werden von denen eines Befunde in Form einer Palisade zweier Baumsargbestattungen und einer Totenhütte in der älteren Literatur noch als Totenhaus bezeichnet zeigte,27,de
Katharina Bluhm ist eine deutsche Soziologin,6,de
Nach dem Studium an der HumboldtUniversität zu Berlin und der LomonossowUniversität Moskau wurde Bluhm an der HumboldtUniversität promoviert und habilitierte sich für das Fach Soziologie an der FriedrichSchillerUniversität Jena,29,de
Von bis lehrte sie als Professorin für Wirtschaftssoziologie an der Universität Osnabrück,12,de
Seit Oktober lehrt sie als Professorin für Soziologie mit Schwerpunkt Osteuropa an der Freien Universität Berlin,16,de
Als Vergleichsarbeit in einigen Bundesländern auch Parallelarbeit wird eine Klassenarbeit bezeichnet wenn diese in mehreren Klassen der gleichen Jahrgangsstufe geschrieben wird,21,de
Dementsprechend werden die Schüler aller Klassen auf die gleichen Aufgaben vorbereitet,11,de
Eine Vergleichsarbeit dient für die Lehrer als Kontrolle welche Klasse in ihrem Unterrichtsstoff weiter voraus oder zurückgeblieben ist,18,de
Bewertet wird diese Arbeit für die Schüler in der Regel wie eine reguläre Klassenarbeit,14,de
Die in diesem Abschnitt genannte Vergleichsarbeit unterscheidet sich hinsichtlich Durchführung und Zielsetzung vom größten bundesweite Projekt zur Lernstandserhebung in Deutschland VERA Vergleichsarbeiten in der Schule,25,de
Dainese ist ein italienischer Hersteller von Motorrad Ski Reitsport und MountainbikeBekleidung,11,de
Der Hauptsitz liegt in Molvena wo sich auch die Leitung das Forschungs und Entwicklungszentrum sowie die Herstellungsstätten befinden,18,de
Im Werk von Vicenza sind die Einkaufs und Verkaufsabteilung sowie das Lager für Fertigprodukte und der Versand untergebracht,18,de
Ursprünglich stellte die Firma Dainese ausschließlich Motorradschutzbekleidung her,8,de
Später sind Ski Wassersport Reitsport und MountainbikeBekleidung als zusätzliche Sparten hinzugekommen wobei die Motorradbekleidung den wichtigsten Bereich darstellt,18,de
Bekannt sind vor allem die Lederkombis für Motorradfahrer,8,de
Durch den Schriftzug mit dem Markennamen und das auffällige Markenlogo mit stilisiertem Teufelskopf sind sie auffällig,16,de
Als Aushängeschild der Firma gilt der mehrfache GP WeltmeisterValentino Rossi der seit Jahren mit Produkten von Dainese auf den Rennstrecken dieser Welt unterwegs ist,24,de
Das AnnettevonDrosteHülshoffGymnasium liegt im Zentrum der westfälischen Stadt Münster und wird zurzeit von Schülern besucht,15,de
Die Bernwardstür ist eine um das Jahr datierte zweiflügelige Bronzetür im Westportal des Doms zu Hildesheim,16,de
Ihr reicher biblischer Figurenschmuck der Szenen aus dem,8,de
Buch Mose und dem Leben Jesu Christi einander gegenüberstellt gilt als erster Bildzyklus der deutschen Plastik,16,de
Nach der Restaurierung weisen die Türflügel in einem Vorraum wieder nach außen und stellten so dem Ankommenden die porta salutis die Tür zum Heil vor Augen,26,de
Aus konservatorischen Gründen werden die Torflügel nur zu feierlichen Anlässen geöffnet,11,de
Die Tür die ihren Namen nach ihrem Auftraggeber Bischof Bernward von Hildesheim – erhielt gilt als eines der Hauptwerke der ottonischen Kunst,22,de
Die märkische Fußballmeisterschaft war die erste unter dem Märkischen FußballBund MFB in dieser Saison noch unter dem Namen Freie Berliner Fußballvereinigung ausgetragene märkische Fußballmeisterschaft,24,de
In der Saison gab es insgesamt Austragungen der Meisterschaft,9,de
Die erste Serie begann im Herbst mit Vereinen,8,de
Über die zweite Serie wurde in der zeitgenössischen Sportpresse nichts gemeldet,11,de
An der dritten Serie die im Sommer stattfand beteiligten sich Vereine,11,de
Hier waren nach Abschluss der Einfachrunde zwei Mannschaften punktgleich Vorwärts Berlin gewann das notwendige gewordene Entscheidungsspiel gegen Viktoria Cottbus mit,20,de
Eine gesamtdeutsche Fußballmeisterschaft gab es in dieser Saison noch nicht,10,de
Oktober in Tel Aviv ist ein ehemaliger israelischer Tennisspieler,9,de
Norddeich ist eine Gemeinde im Kreis Dithmarschen in SchleswigHolstein,9,de
Silver Surfer ist eine Bezeichnung für ältere InternetNutzer ab einem Lebensalter von ca,13,de
Dieser Begriff umfasst sowohl die im deutschsprachigen MarketingJargon als Best Ager bezeichneten älteren Erwerbstätigen als auch im Ruhestand befindliche aktive Senioren,21,de
